scm_name,repo_name,default_branch,hr_info,is_production,jfrog_ci_status,jfrog_cd_status,deployed_artifacts,sonar_ci_status,sonar_is_scanned,critical_dependencies_vuln,high_dependencies_vuln,code_secrets,code_critical_vulnerabilities,enforcement_on_artifact_push,enforcement_on_critical_sast,sbom_created_per_artifact,sbom_kept_indefinitely
bitbucket_server,business-gateway,master,Unhandled Yet,Unhandled Yet,TRUE,Unhandled Yet,"[""docker://staging/business-gateway:63ea39b3b3cd4cfe0cf490b047cdf630c96b81d4"", ""docker://staging/business-gateway:655706bc8e4d7f067299451c4d2eb8bc7f700b01""]",FALSE,Unhandled Yet,6,17,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,c3,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,c3-feed-collector,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,c3-lead-findings,master,Unhandled Yet,Unhandled Yet,TRUE,Unhandled Yet,"[""docker://staging/c3-lead-findings:a779b439524a943b3b46748dca25d636f413dd10"", ""docker://staging/c3-lead-findings:b79180cf2001565c08c4b7b90386c934d58e30f6""]",FALSE,Unhandled Yet,6,15,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,c3-loader,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,captcha-solver,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cef-parser,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,certstream-filter,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,certstream-server,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,channel-enrichment-opencti-connector,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cleaner-service,master,Unhandled Yet,Unhandled Yet,TRUE,Unhandled Yet,"[""docker://staging/cleaner-service:81b0fd18218a9e80e1f53fd345ea147b1a11b729"", ""docker://staging/cleaner-service:b2d42dac37e1b51472df1e56aad14a9b2b172206""]",FALSE,Unhandled Yet,10,44,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,clickwise,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cloud-storage-service,master,Unhandled Yet,Unhandled Yet,TRUE,Unhandled Yet,"[""docker://staging/cloud-storage-service:86646a74e46c1cf2524aa012e9d9b4a38b09eb07""]",FALSE,Unhandled Yet,7,25,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cloudinfra-identity-utils,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,components,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,compromised-credentials,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,ComputerVision,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,configuration-service,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,connectors-to-opencti-new,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,consts-template,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,content-creator-opencti-connector,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,contentparser,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,contextual-analysis-service,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cortex-xsoar,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cost-collector,master,Unhandled Yet,Unhandled Yet,FALSE,Unhandled Yet,[],FALSE,Unhandled Yet,0,0,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
bitbucket_server,cp-web-rep-evaluator,master,Unhandled Yet,Unhandled Yet,TRUE,Unhandled Yet,"[""docker://staging/cp-web-rep-evaluator:72a12fd9781d32435cb5325f733dbad77c6a19ee""]",FALSE,Unhandled Yet,5,15,0,0,Unhandled Yet,Unhandled Yet,Unhandled Yet,Unhandled Yet
